"postcode","suburb","state","latitude","longitude"
"3231","Big Hill","VIC","-38.46","144.11"
"3231","Eastern View","VIC","-38.46","144.11"
"3231","Fairhaven","VIC","-38.46","144.11"
"3231","Moggs Creek","VIC","-38.46","144.11"
"3232","Lorne","VIC","-38.52","144"
"3233","Apollo Bay","VIC","-38.75","143.67"
"3233","Cape Otway","VIC","-38.75","143.67"
"3233","Marengo","VIC","-38.75","143.67"
"3233","Petticoat Creek","VIC","-38.75","143.67"
"3233","Skenes Creek","VIC","-38.75","143.67"
"3233","Skenes Creek North","VIC","-38.75","143.67"
"3235","Benwerrin","VIC","-38.47","143.93"
"3235","Boonah","VIC","-38.47","143.93"
"3235","Deans Marsh","VIC","-38.47","143.93"
"3235","Pennyroyal","VIC","-38.47","143.93"
"3236","Forrest","VIC","-38.52","143.71"
"3236","Mount Sabine","VIC","-38.52","143.71"
"3237","Aire Valley","VIC","-38.69","143.56"
"3237","Beech Forest","VIC","-38.69","143.56"
"3237","Ferguson","VIC","-38.69","143.56"
"3237","Gellibrand Lower","VIC","-38.69","143.56"
"3237","Wattle Hill","VIC","-38.69","143.56"
"3237","Weeaproinah","VIC","-38.69","143.56"
"3237","Wyelangta","VIC","-38.69","143.56"
"3237","Yuulong","VIC","-38.69","143.56"
"3238","Glenaire","VIC","-38.78","143.43"
"3238","Hordern Vale","VIC","-38.78","143.43"
"3238","Johanna","VIC","-38.78","143.43"
"3238","Lavers Hill","VIC","-38.78","143.43"
"3239","Carlisle River","VIC","-38.56","143.4"
"3239","Chapple Vale","VIC","-38.56","143.4"
"3239","Gellibrand","VIC","-38.56","143.4"
"3239","Kennedys Creek","VIC","-38.56","143.4"
"3240","Buckley","VIC","-38.22","144.08"
"3240","Gherang","VIC","-38.22","144.08"
"3240","Modewarre","VIC","-38.22","144.08"
"3240","Moriac","VIC","-38.22","144.08"
"3240","Mount Moriac","VIC","-38.22","144.08"
"3240","Paraparap","VIC","-38.22","144.08"
"3241","Bambra","VIC","-38.37","143.95"
"3241","Ombersley","VIC","-38.37","143.95"
"3241","Wensleydale","VIC","-38.37","143.95"
"3241","Winchelsea","VIC","-38.37","143.95"
"3241","Winchelsea South","VIC","-38.37","143.95"
"3241","Wurdiboluc","VIC","-38.37","143.95"
"3242","Birregurra","VIC","-38.31","143.79"
"3243","Barwon Downs","VIC","-38.47","143.76"
"3243","Murroon","VIC","-38.47","143.76"
"3243","Warncoort","VIC","-38.47","143.76"
"3243","Whoorel","VIC","-38.47","143.76"
"3249","Alvie","VIC","-38.24","143.48"
"3249","Balintore","VIC","-38.24","143.48"
"3249","Barongarook","VIC","-38.24","143.48"
"3249","Barongarook West","VIC","-38.24","143.48"
"3249","Barramunga","VIC","-38.24","143.48"
"3249","Coragulac","VIC","-38.24","143.48"
"3249","Corunnun","VIC","-38.24","143.48"
"3249","Dreeite","VIC","-38.24","143.48"
"3249","Dreeite South","VIC","-38.24","143.48"
"3249","Gerangamete","VIC","-38.24","143.48"
"3249","Irrewarra","VIC","-38.24","143.48"
"3249","Irrewillipe","VIC","-38.24","143.48"
"3249","Irrewillipe East","VIC","-38.24","143.48"
"3249","Kawarren","VIC","-38.24","143.48"
"3249","Larpent","VIC","-38.24","143.48"
"3249","Nalangil","VIC","-38.24","143.48"
"3249","Ondit","VIC","-38.24","143.48"
"3249","Pirron Yallock","VIC","-38.24","143.48"
"3249","Pomborneit East","VIC","-38.24","143.48"
"3249","Swan Marsh","VIC","-38.24","143.48"
"3249","Tanybryn","VIC","-38.24","143.48"
"3249","Warrion","VIC","-38.24","143.48"
"3249","Wool Wool","VIC","-38.24","143.48"
"3249","Yeo","VIC","-38.24","143.48"
"3249","Yeodene","VIC","-38.24","143.48"
"3250","Colac","VIC","-38.34","143.58"
"3250","Colac East","VIC","-38.34","143.58"
"3250","Colac West","VIC","-38.34","143.58"
"3250","Elliminyt","VIC","-38.34","143.58"
"3251","Beeac","VIC","-38.19","143.64"
"3251","Cundare","VIC","-38.19","143.64"
"3251","Cundare North","VIC","-38.19","143.64"
"3251","Eurack","VIC","-38.19","143.64"
"3251","Weering","VIC","-38.19","143.64"
"3254","Cororooke","VIC","-38.3","143.52"
"3260","Bookaar","VIC","-38.13","143.1"
"3260","Bostocks Creek","VIC","-38.13","143.1"
"3260","Bungador","VIC","-38.13","143.1"
"3260","Camperdown","VIC","-38.13","143.1"
"3260","Carpendeit","VIC","-38.13","143.1"
"3260","Chocolyn","VIC","-38.13","143.1"
"3260","Gnotuk","VIC","-38.13","143.1"
"3260","Kariah","VIC","-38.13","143.1"
"3260","Koallah","VIC","-38.13","143.1"
"3260","Leslie Manor","VIC","-38.13","143.1"
"3260","Pomborneit","VIC","-38.13","143.1"
"3260","Pomborneit North","VIC","-38.13","143.1"
"3260","Skibo","VIC","-38.13","143.1"
"3260","South Purrumbete","VIC","-38.13","143.1"
"3260","Stonyford","VIC","-38.13","143.1"
"3260","Tandarook","VIC","-38.13","143.1"
"3260","Tesbury","VIC","-38.13","143.1"
"3260","Weerite","VIC","-38.13","143.1"
"3264","Terang","VIC","-38.24","142.91"
"3265","Boorcan","VIC","-38.21","143.01"
"3265","Cudgee","VIC","-38.21","143.01"
"3265","Dixie","VIC","-38.21","143.01"
"3265","Ecklin South","VIC","-38.21","143.01"
"3265","Ellerslie","VIC","-38.21","143.01"
"3265","Framlingham","VIC","-38.21","143.01"
"3265","Framlingham East","VIC","-38.21","143.01"
"3265","Garvoc","VIC","-38.21","143.01"
"3265","Glenormiston North","VIC","-38.21","143.01"
"3265","Glenormiston South","VIC","-38.21","143.01"
"3265","Kolora","VIC","-38.21","143.01"
"3265","Laang","VIC","-38.21","143.01"
"3265","Noorat","VIC","-38.21","143.01"
"3265","Noorat East","VIC","-38.21","143.01"
"3265","Panmure","VIC","-38.21","143.01"
"3265","Taroon","VIC","-38.21","143.01"
"3265","The Sisters","VIC","-38.21","143.01"
"3266","Bullaharre","VIC","-38.34","143.14"
"3266","Cobden","VIC","-38.34","143.14"
"3266","Cobrico","VIC","-38.34","143.14"
"3266","Elingamite","VIC","-38.34","143.14"
"3266","Elingamite North","VIC","-38.34","143.14"
"3266","Glenfyne","VIC","-38.34","143.14"
"3266","Jancourt","VIC","-38.34","143.14"
"3266","Jancourt East","VIC","-38.34","143.14"
"3266","Naroghid","VIC","-38.34","143.14"
"3266","Simpson","VIC","-38.34","143.14"
"3267","Scotts Creek","VIC","-38.45","143.11"
"3268","Ayrford","VIC","-38.42","142.86"
"3268","Brucknell","VIC","-38.42","142.86"
"3268","Cooriemungle","VIC","-38.42","142.86"
"3268","Cowleys Creek","VIC","-38.42","142.86"
"3268","Curdies River","VIC","-38.42","142.86"
"3268","Curdievale","VIC","-38.42","142.86"
"3268","Heytesbury Lower","VIC","-38.42","142.86"
"3268","Newfield","VIC","-38.42","142.86"
"3268","Nirranda","VIC","-38.42","142.86"
"3268","Nirranda East","VIC","-38.42","142.86"
"3268","Nirranda South","VIC","-38.42","142.86"
"3268","Nullawarre","VIC","-38.42","142.86"
"3268","Nullawarre North","VIC","-38.42","142.86"
"3268","Paaratte","VIC","-38.42","142.86"
"3268","The Cove","VIC","-38.42","142.86"
"3268","Timboon","VIC","-38.42","142.86"
"3268","Timboon West","VIC","-38.42","142.86"
"3269","Port Campbell","VIC","-38.62","143"
"3269","Princetown","VIC","-38.62","143"
"3269","Waarre","VIC","-38.62","143"
"3270","Peterborough","VIC","-38.58","142.86"
"3271","Darlington","VIC","-38","143.05"
"3271","Dundonnell","VIC","-38","143.05"
"3271","Pura Pura","VIC","-38","143.05"
"3272","Mortlake","VIC","-38.08","142.81"
"3272","Woorndoo","VIC","-38.08","142.81"
"3273","Hexham","VIC","-38.06","142.61"
"3274","Caramut","VIC","-37.91","142.52"
"3275","Mailors Flat","VIC","-38.3","142.46"
"3276","Minjah","VIC","-38.04","142.44"
"3276","Woolsthorpe","VIC","-38.04","142.44"
"3277","Allansford","VIC","-38.39","142.59"
"3277","Mepunga","VIC","-38.39","142.59"
"3277","Mepunga East","VIC","-38.39","142.59"
"3277","Mepunga West","VIC","-38.39","142.59"
"3277","Naringal","VIC","-38.39","142.59"
"3277","Naringal East","VIC","-38.39","142.59"
"3278","Purnim","VIC","-38.28","142.62"
"3278","Purnim West","VIC","-38.28","142.62"
"3279","Ballangeich","VIC","-38.21","142.66"
"3279","Wangoom","VIC","-38.21","142.66"
"3280","Dennington","VIC","-38.36","142.44"
"3280","Warrnambool","VIC","-38.36","142.44"
"3280","Warrnambool East","VIC","-38.36","142.44"
"3280","Warrnambool West","VIC","-38.36","142.44"
"3281","Bushfield","VIC","-38.33","142.51"
"3281","Grassmere","VIC","-38.33","142.51"
"3281","Winslow","VIC","-38.33","142.51"
"3281","Woodford","VIC","-38.33","142.51"
"3282","Illowa","VIC","-38.33","142.41"
"3282","Koroit","VIC","-38.33","142.41"
"3283","Crossley","VIC","-38.31","142.33"
"3283","Killarney","VIC","-38.31","142.33"
"3283","Kirkstall","VIC","-38.31","142.33"
"3283","Southern Cross","VIC","-38.31","142.33"
"3283","Tarrone","VIC","-38.31","142.33"
"3283","Tower Hill","VIC","-38.31","142.33"
"3283","Warrong","VIC","-38.31","142.33"
"3283","Willatook","VIC","-38.31","142.33"
"3283","Yangery","VIC","-38.31","142.33"
"3283","Yarpturk","VIC","-38.31","142.33"
"3284","Orford","VIC","-38.21","142.15"
"3284","Port Fairy","VIC","-38.21","142.15"
"3285","Codrington","VIC","-38.27","141.97"
"3285","Narrawong","VIC","-38.27","141.97"
"3285","Rosebrook","VIC","-38.27","141.97"
"3285","St Helens","VIC","-38.27","141.97"
"3285","Toolong","VIC","-38.27","141.97"
"3285","Tyrendarra","VIC","-38.27","141.97"
"3285","Tyrendarra East","VIC","-38.27","141.97"
"3285","Yambuk","VIC","-38.27","141.97"
"3286","Condah Swamp","VIC","-37.97","141.83"
"3286","Knebsworth","VIC","-37.97","141.83"
"3286","Macarthur","VIC","-37.97","141.83"
"3286","Warrabkook","VIC","-37.97","141.83"
"3287","Hawkesdale","VIC","-38.11","142.32"
"3287","Minhamite","VIC","-38.11","142.32"
"3289","Gazette","VIC","-37.9","142.17"
"3289","Gerrigerrup","VIC","-37.9","142.17"
"3289","Penshurst","VIC","-37.9","142.17"
"3289","Purdeet","VIC","-37.9","142.17"
"3289","Tabor","VIC","-37.9","142.17"
"3292","Nelson","VIC","-38.05","141.01"
"3293","Glenthompson","VIC","-37.64","142.55"
"3293","Nareeb","VIC","-37.64","142.55"
"3293","Narrapumelap South","VIC","-37.64","142.55"
"3294","Dunkeld","VIC","-37.65","142.34"
"3294","Karabeal","VIC","-37.65","142.34"
"3294","Mirranatwa","VIC","-37.65","142.34"
"3294","Moutajup","VIC","-37.65","142.34"
"3294","Victoria Point","VIC","-37.65","142.34"
"3294","Victoria Valley","VIC","-37.65","142.34"
"3294","Woodhouse","VIC","-37.65","142.34"
"3300","Byaduk North","VIC","-37.88","141.96"
"3300","Hamilton","VIC","-37.88","141.96"
"3301","Bochara","VIC","-37.7","141.93"
"3301","Broadwater","VIC","-37.7","141.93"
"3301","Buckley Swamp","VIC","-37.7","141.93"
"3301","Byaduk","VIC","-37.7","141.93"
"3301","Croxton East","VIC","-37.7","141.93"
"3301","Hensley Park","VIC","-37.7","141.93"
"3301","Morgiana","VIC","-37.7","141.93"
"3301","Mount Napier","VIC","-37.7","141.93"
"3301","Strathkellar","VIC","-37.7","141.93"
"3301","Tahara","VIC","-37.7","141.93"
"3301","Tarrington","VIC","-37.7","141.93"
"3301","Wannon","VIC","-37.7","141.93"
"3301","Warrayure","VIC","-37.7","141.93"
"3301","Yatchaw","VIC","-37.7","141.93"
"3301","Yulecart","VIC","-37.7","141.93"
"3302","Branxholme","VIC","-37.86","141.79"
"3302","Grassdale","VIC","-37.86","141.79"
"3303","Breakaway Creek","VIC","-38.03","141.81"
"3303","Condah","VIC","-38.03","141.81"
"3303","Hotspur","VIC","-38.03","141.81"
"3303","Lake Condah","VIC","-38.03","141.81"
"3303","Wallacedale","VIC","-38.03","141.81"
"3304","Bessiebelle","VIC","-38.15","141.97"
"3304","Dartmoor","VIC","-38.15","141.97"
"3304","Drik Drik","VIC","-38.15","141.97"
"3304","Drumborg","VIC","-38.15","141.97"
"3304","Greenwald","VIC","-38.15","141.97"
"3304","Heywood","VIC","-38.15","141.97"
"3304","Homerton","VIC","-38.15","141.97"
"3304","Lyons","VIC","-38.15","141.97"
"3304","Milltown","VIC","-38.15","141.97"
"3304","Mumbannar","VIC","-38.15","141.97"
"3304","Myamyn","VIC","-38.15","141.97"
"3304","Winnap","VIC","-38.15","141.97"
"3305","Allestree","VIC","-38.27","141.65"
"3305","Bolwarra","VIC","-38.27","141.65"
"3305","Cape Bridgewater","VIC","-38.27","141.65"
"3305","Cashmore","VIC","-38.27","141.65"
"3305","Dutton Way","VIC","-38.27","141.65"
"3305","Gorae","VIC","-38.27","141.65"
"3305","Gorae West","VIC","-38.27","141.65"
"3305","Heathmere","VIC","-38.27","141.65"
"3305","Mount Richmond","VIC","-38.27","141.65"
"3305","Portland","VIC","-38.27","141.65"
"3305","Portland North","VIC","-38.27","141.65"
"3305","Portland West","VIC","-38.27","141.65"
"3309","Digby","VIC","-37.79","141.5"
"3310","Merino","VIC","-37.72","141.55"
"3310","Tahara West","VIC","-37.72","141.55"
"3311","Casterton","VIC","-37.58","141.41"
"3311","Corndale","VIC","-37.58","141.41"
"3312","Bahgallah","VIC","-37.64","141.37"
"3312","Brimboal","VIC","-37.64","141.37"
"3312","Carapook","VIC","-37.64","141.37"
"3312","Chetwynd","VIC","-37.64","141.37"
"3312","Dergholm","VIC","-37.64","141.37"
"3312","Dorodong","VIC","-37.64","141.37"
"3312","Dunrobin","VIC","-37.64","141.37"
"3312","Henty","VIC","-37.64","141.37"
"3312","Killara","VIC","-37.64","141.37"
"3312","Lake Mundi","VIC","-37.64","141.37"
"3312","Lindsay","VIC","-37.64","141.37"
"3312","Nangeela","VIC","-37.64","141.37"
"3312","Poolaijelo","VIC","-37.64","141.37"
"3312","Powers Creek","VIC","-37.64","141.37"
"3312","Sandford","VIC","-37.64","141.37"
"3312","Strathdownie","VIC","-37.64","141.37"
"3312","Wando Bridge","VIC","-37.64","141.37"
"3312","Wando Vale","VIC","-37.64","141.37"
"3312","Warrock","VIC","-37.64","141.37"
"3314","Bulart","VIC","-37.59","141.94"
"3314","Cavendish","VIC","-37.59","141.94"
"3314","Glenisla","VIC","-37.59","141.94"
"3314","Grampians","VIC","-37.59","141.94"
"3314","Mooralla","VIC","-37.59","141.94"
"3315","Brit Brit","VIC","-37.44","141.76"
"3315","Clover Flat","VIC","-37.44","141.76"
"3315","Coleraine","VIC","-37.44","141.76"
"3315","Coojar","VIC","-37.44","141.76"
"3315","Culla","VIC","-37.44","141.76"
"3315","Gringegalgona","VIC","-37.44","141.76"
"3315","Gritjurk","VIC","-37.44","141.76"
"3315","Hilgay","VIC","-37.44","141.76"
"3315","Konongwootong","VIC","-37.44","141.76"
"3315","Melville Forest","VIC","-37.44","141.76"
"3315","Muntham","VIC","-37.44","141.76"
"3315","Nareen","VIC","-37.44","141.76"
"3315","Paschendale","VIC","-37.44","141.76"
"3315","Tahara Bridge","VIC","-37.44","141.76"
"3315","Tarrayoukyan","VIC","-37.44","141.76"
"3315","Tarrenlea","VIC","-37.44","141.76"
"3315","Wootong Vale","VIC","-37.44","141.76"
"3317","Harrow","VIC","-37.12","141.6"
"3318","Charam","VIC","-36.99","141.51"
"3318","Connewirricoo","VIC","-36.99","141.51"
"3318","Edenhope","VIC","-36.99","141.51"
"3318","Kadnook","VIC","-36.99","141.51"
"3318","Langkoop","VIC","-36.99","141.51"
"3318","Patyah","VIC","-36.99","141.51"
"3318","Ullswater","VIC","-36.99","141.51"
"3319","Apsley","VIC","-36.97","141.08"
"3319","Benayeo","VIC","-36.97","141.08"
"3319","Bringalbert","VIC","-36.97","141.08"
"3321","Hesse","VIC","-38.11","143.86"
"3321","Inverleigh","VIC","-38.11","143.86"
"3321","Wingeel","VIC","-38.11","143.86"
"3322","Cressy","VIC","-38.03","143.64"
"3323","Berrybank","VIC","-37.99","143.49"
"3323","Duverney","VIC","-37.99","143.49"
"3323","Foxhow","VIC","-37.99","143.49"
"3324","Lismore","VIC","-37.95","143.34"
"3324","Mingay","VIC","-37.95","143.34"
"3324","Mount Bute","VIC","-37.95","143.34"
"3325","Derrinallum","VIC","-37.95","143.22"
"3325","Larralea","VIC","-37.95","143.22"
"3325","Vite Vite","VIC","-37.95","143.22"
"3325","Vite Vite North","VIC","-37.95","143.22"
"3328","Teesdale","VIC","-38.04","144.05"
"3329","Barunah Park","VIC","-38.02","143.86"
"3329","Barunah Plains","VIC","-38.02","143.86"
"3329","Shelford","VIC","-38.02","143.86"
"3330","Rokewood","VIC","-37.84","143.68"
"3331","Bannockburn","VIC","-38.05","144.17"
"3331","Gheringhap","VIC","-38.05","144.17"
"3331","Maude","VIC","-38.05","144.17"
"3331","Russells Bridge","VIC","-38.05","144.17"
"3331","She Oaks","VIC","-38.05","144.17"
"3331","Steiglitz","VIC","-38.05","144.17"
"3331","Sutherlands Creek","VIC","-38.05","144.17"
"3332","Lethbridge","VIC","-37.96","144.14"
"3333","Bamganie","VIC","-37.92","144.03"
"3333","Meredith","VIC","-37.92","144.03"
"3334","Bungal","VIC","-37.71","144.09"
"3334","Cargerie","VIC","-37.71","144.09"
"3334","Elaine","VIC","-37.71","144.09"
"3334","Morrisons","VIC","-37.71","144.09"
"3334","Mount Doran","VIC","-37.71","144.09"
"3335","Plumpton","VIC","-37.69","144.69"
"3335","Rockbank","VIC","-37.69","144.69"
"3337","Kurunjang","VIC","-37.68","144.59"
"3337","Melton","VIC","-37.68","144.59"
"3337","Melton West","VIC","-37.68","144.59"
"3337","Toolern Vale","VIC","-37.68","144.59"
"3338","Brookfield","VIC","-37.7","144.54"
"3338","Exford","VIC","-37.7","144.54"
"3338","Eynesbury","VIC","-37.7","144.54"
"3338","Melton South","VIC","-37.7","144.54"
"3340","Bacchus Marsh","VIC","-37.68","144.44"
"3340","Balliang","VIC","-37.68","144.44"
"3340","Balliang East","VIC","-37.68","144.44"
"3340","Coimadai","VIC","-37.68","144.44"
"3340","Darley","VIC","-37.68","144.44"
"3340","Glenmore","VIC","-37.68","144.44"
"3340","Hopetoun Park","VIC","-37.68","144.44"
"3340","Long Forest","VIC","-37.68","144.44"
"3340","Maddingley","VIC","-37.68","144.44"
"3340","Merrimu","VIC","-37.68","144.44"
"3340","Parwan","VIC","-37.68","144.44"
"3340","Rowsley","VIC","-37.68","144.44"
"3341","Dales Creek","VIC","-37.52","144.31"
"3341","Greendale","VIC","-37.52","144.31"
"3341","Korobeit","VIC","-37.52","144.31"
"3341","Myrniong","VIC","-37.52","144.31"
"3341","Pentland Hills","VIC","-37.52","144.31"
"3342","Ballan","VIC","-37.6","144.23"
"3342","Beremboke","VIC","-37.6","144.23"
"3342","Blakeville","VIC","-37.6","144.23"
"3342","Bunding","VIC","-37.6","144.23"
"3342","Colbrook","VIC","-37.6","144.23"
"3342","Durdidwarrah","VIC","-37.6","144.23"
"3342","Fiskville","VIC","-37.6","144.23"
"3342","Ingliston","VIC","-37.6","144.23"
"3342","Mount Wallace","VIC","-37.6","144.23"
"3345","Gordon","VIC","-37.59","144.1"
"3350","Alfredton","VIC","-37.56","143.82"
"3350","Bakery Hill","VIC","-37.56","143.82"
"3350","Ballarat","VIC","-37.56","143.82"
"3350","Ballarat Central","VIC","-37.56","143.82"
"3350","Ballarat East","VIC","-37.56","143.82"
"3350","Ballarat North","VIC","-37.56","143.82"
"3350","Ballarat West","VIC","-37.56","143.82"
"3350","Black Hill","VIC","-37.56","143.82"
"3350","Brown Hill","VIC","-37.56","143.82"
"3350","Canadian","VIC","-37.56","143.82"
"3350","Eureka","VIC","-37.56","143.82"
"3350","Golden Point","VIC","-37.56","143.82"
"3350","Invermay Park","VIC","-37.56","143.82"
"3350","Lake Wendouree","VIC","-37.56","143.82"
"3350","Mount Clear","VIC","-37.56","143.82"
"3350","Mount Helen","VIC","-37.56","143.82"
"3350","Mount Pleasant","VIC","-37.56","143.82"
"3350","Nerrina","VIC","-37.56","143.82"
"3350","Newington","VIC","-37.56","143.82"
"3350","Redan","VIC","-37.56","143.82"
"3350","Soldiers Hill","VIC","-37.56","143.82"
"3351","Berringa","VIC","-37.77","143.68"
"3351","Bo Peep","VIC","-37.77","143.68"
"3351","Cape Clear","VIC","-37.77","143.68"
"3351","Carngham","VIC","-37.77","143.68"
"3351","Chepstowe","VIC","-37.77","143.68"
"3351","Haddon","VIC","-37.77","143.68"
"3351","Hillcrest","VIC","-37.77","143.68"
"3351","Illabarook","VIC","-37.77","143.68"
"3351","Lake Bolac","VIC","-37.77","143.68"
"3351","Mininera","VIC","-37.77","143.68"
"3351","Mount Emu","VIC","-37.77","143.68"
"3351","Nerrin Nerrin","VIC","-37.77","143.68"
"3351","Newtown","VIC","-37.77","143.68"
"3351","Nintingbool","VIC","-37.77","143.68"
"3351","Piggoreet","VIC","-37.77","143.68"
"3351","Pitfield","VIC","-37.77","143.68"
"3351","Rokewood Junction","VIC","-37.77","143.68"
"3351","Ross Creek","VIC","-37.77","143.68"
"3351","Scarsdale","VIC","-37.77","143.68"
"3351","Smythes Creek","VIC","-37.77","143.68"
"3351","Smythesdale","VIC","-37.77","143.68"
"3351","Snake Valley","VIC","-37.77","143.68"
"3351","Springdallah","VIC","-37.77","143.68"
"3351","Staffordshire Reef","VIC","-37.77","143.68"
"3351","Streatham","VIC","-37.77","143.68"
"3351","Wallinduc","VIC","-37.77","143.68"
"3351","Westmere","VIC","-37.77","143.68"
"3352","Addington","VIC","-37.38","143.67"
"3352","Ballarat Roadside Delivery","VIC","-37.38","143.67"
"3352","Blowhard","VIC","-37.38","143.67"
"3352","Bolwarrah","VIC","-37.38","143.67"
"3352","Bonshaw","VIC","-37.38","143.67"
"3352","Brewster","VIC","-37.38","143.67"
"3352","Bullarook","VIC","-37.38","143.67"
"3352","Bungaree","VIC","-37.38","143.67"
"3352","Bunkers Hill","VIC","-37.38","143.67"
"3352","Burrumbeet","VIC","-37.38","143.67"
"3352","Cambrian Hill","VIC","-37.38","143.67"
"3352","Cardigan","VIC","-37.38","143.67"
"3352","Cardigan Village","VIC","-37.38","143.67"
"3352","Chapel Flat","VIC","-37.38","143.67"
"3352","Clarendon","VIC","-37.38","143.67"
"3352","Claretown","VIC","-37.38","143.67"
"3352","Clarkes Hill","VIC","-37.38","143.67"
"3352","Corindhap","VIC","-37.38","143.67"
"3352","Dereel","VIC","-37.38","143.67"
"3352","Dunnstown","VIC","-37.38","143.67"
"3352","Durham Lead","VIC","-37.38","143.67"
"3352","Enfield","VIC","-37.38","143.67"
"3352","Ercildoune","VIC","-37.38","143.67"
"3352","Garibaldi","VIC","-37.38","143.67"
"3352","Glen Park","VIC","-37.38","143.67"
"3352","Glenbrae","VIC","-37.38","143.67"
"3352","Gong Gong","VIC","-37.38","143.67"
"3352","Grenville","VIC","-37.38","143.67"
"3352","Invermay","VIC","-37.38","143.67"
"3352","Lal Lal","VIC","-37.38","143.67"
"3352","Lamplough","VIC","-37.38","143.67"
"3352","Langi Kal Kal","VIC","-37.38","143.67"
"3352","Learmonth","VIC","-37.38","143.67"
"3352","Leigh Creek","VIC","-37.38","143.67"
"3352","Lexton","VIC","-37.38","143.67"
"3352","Magpie","VIC","-37.38","143.67"
"3352","Millbrook","VIC","-37.38","143.67"
"3352","Miners Rest","VIC","-37.38","143.67"
"3352","Mitchell Park","VIC","-37.38","143.67"
"3352","Mollongghip","VIC","-37.38","143.67"
"3352","Mount Bolton","VIC","-37.38","143.67"
"3352","Mount Egerton","VIC","-37.38","143.67"
"3352","Mount Mercer","VIC","-37.38","143.67"
"3352","Mount Rowan","VIC","-37.38","143.67"
"3352","Napoleons","VIC","-37.38","143.67"
"3352","Navigators","VIC","-37.38","143.67"
"3352","Pootilla","VIC","-37.38","143.67"
"3352","Scotchmans Lead","VIC","-37.38","143.67"
"3352","Scotsburn","VIC","-37.38","143.67"
"3352","Springbank","VIC","-37.38","143.67"
"3352","Sulky","VIC","-37.38","143.67"
"3352","Wallace","VIC","-37.38","143.67"
"3352","Warrenheip","VIC","-37.38","143.67"
"3352","Wattle Flat","VIC","-37.38","143.67"
"3352","Waubra","VIC","-37.38","143.67"
"3352","Weatherboard","VIC","-37.38","143.67"
"3352","Werneth","VIC","-37.38","143.67"
"3352","Windermere","VIC","-37.38","143.67"
"3352","Yendon","VIC","-37.38","143.67"
"3353","Ballarat","VIC","-37.78","144.84"
"3354","Bakery Hill","VIC","-37.56","143.87"
"3354","Ballarat MC","VIC","-37.56","143.87"
"3355","Lake Gardens","VIC","-37.55","143.82"
"3355","Mitchell Park","VIC","-37.55","143.82"
"3355","Wendouree","VIC","-37.55","143.82"
"3355","Wendouree Village","VIC","-37.55","143.82"
"3356","Delacombe","VIC","-37.59","143.83"
"3356","Sebastopol","VIC","-37.59","143.83"
"3357","Buninyong","VIC","-37.65","143.92"
"3357","Scotsmans Lead","VIC","-37.65","143.92"
"3360","Happy Valley","VIC","-37.69","143.56"
"3360","Linton","VIC","-37.69","143.56"
"3360","Mannibadar","VIC","-37.69","143.56"
"3360","Pittong","VIC","-37.69","143.56"
"3360","Willowvale","VIC","-37.69","143.56"
"3361","Bradvale","VIC","-37.78","143.41"
"3361","Carranballac","VIC","-37.78","143.41"
"3361","Skipton","VIC","-37.78","143.41"
"3363","Creswick","VIC","-37.42","143.89"
"3363","Creswick North","VIC","-37.42","143.89"
"3363","Dean","VIC","-37.42","143.89"
"3363","Glendaruel","VIC","-37.42","143.89"
"3363","Langdons Hill","VIC","-37.42","143.89"
"3363","Mount Beckworth","VIC","-37.42","143.89"
"3363","Tourello","VIC","-37.42","143.89"
"3364","Allendale","VIC","-37.37","143.94"
"3364","Ascot","VIC","-37.37","143.94"
"3364","Bald Hills","VIC","-37.37","143.94"
"3364","Barkstead","VIC","-37.37","143.94"
"3364","Blampied","VIC","-37.37","143.94"
"3364","Broomfield","VIC","-37.37","143.94"
"3364","Cabbage Tree","VIC","-37.37","143.94"
"3364","Campbelltown","VIC","-37.37","143.94"
"3364","Coghills Creek","VIC","-37.37","143.94"
"3364","Glendonald","VIC","-37.37","143.94"
"3364","Kingston","VIC","-37.37","143.94"
"3364","Kooroocheang","VIC","-37.37","143.94"
"3364","Lawrence","VIC","-37.37","143.94"
"3364","Mount Prospect","VIC","-37.37","143.94"
"3364","Newlyn","VIC","-37.37","143.94"
"3364","Newlyn North","VIC","-37.37","143.94"
"3364","Rocklyn","VIC","-37.37","143.94"
"3364","Smeaton","VIC","-37.37","143.94"
"3364","Smokeytown","VIC","-37.37","143.94"
"3364","Springmount","VIC","-37.37","143.94"
"3364","Strathlea","VIC","-37.37","143.94"
"3364","Werona","VIC","-37.37","143.94"
"3370","Clunes","VIC","-37.29","143.79"
"3370","Glengower","VIC","-37.29","143.79"
"3370","Mount Cameron","VIC","-37.29","143.79"
"3370","Ullina","VIC","-37.29","143.79"
"3371","Amherst","VIC","-37.15","143.67"
"3371","Burnbank","VIC","-37.15","143.67"
"3371","Caralulup","VIC","-37.15","143.67"
"3371","Dunach","VIC","-37.15","143.67"
"3371","Evansford","VIC","-37.15","143.67"
"3371","Lillicur","VIC","-37.15","143.67"
"3371","Mount Glasgow","VIC","-37.15","143.67"
"3371","Red Lion","VIC","-37.15","143.67"
"3371","Stony Creek","VIC","-37.15","143.67"
"3371","Talbot","VIC","-37.15","143.67"
"3373","Beaufort","VIC","-37.43","143.38"
"3373","Chute","VIC","-37.43","143.38"
"3373","Cross Roads","VIC","-37.43","143.38"
